rank,channel_info,influence_score,posts,followers,avg_likes,60_day_eng_rate,new_post_avg_like,total_likes,country
127,vancityreynolds,86,680.0,0.15103838892385146,0.30144750807307547,0.026099999999999998,1200000.0,0.11016915712824435,Unknown
128,maisa,42,1500.0,0.14726242920075516,0.11017772056997041,0.0067,294100.0,0.09734806059667878,Brazil
129,luissuarez9,85,970.0,0.14348646947765897,0.1663618092721812,0.0096,414800.0,0.092782973195288,Unknown
130,gusttavolima,76,4900.0,0.13971050975456267,0.09258631980669783,0.0070999999999999995,303900.0,0.27702552988705653,Brazil
131,jannatzubair29,84,1600.0,0.13845185651353054,0.27886547885192964,0.0218,944300.0,0.26488433998974065,Unknown
132,varundvn,84,1900.0,0.13845185651353054,0.233701420409638,0.0148,640500.0,0.24060196019510893,India
133,hrithikroshan,85,580.0,0.1371932032724984,0.34661156651536706,0.0382,1600000.0,0.11310732508339479,C̫te d'Ivoire
134,nickyjampr,81,10000.0,0.1334172435494022,0.0714721224849265,0.0033,139300.0,0.4591433783467948,Colombia
135,buzzfeedtasty,85,8900.0,0.13089993706733793,0.0,0.0002,7700.0,0.06828205198250455,Spain
136,brunamarquezine,84,3000.0,0.1296412838263059,0.20427703633448502,0.0105,444200.0,0.34987266927095184,United States
137,caradelevingne,86,4400.0,0.12712397734424163,0.16374229388252828,0.0043,181000.0,0.42271980865484715,United States
138,kapilsharma,83,950.0,0.11831340465701701,0.15159316216155183,0.0149,624500.0,0.0840655988490152,Unknown
139,badbunnypr,83,10.0,0.11705475141598487,0.8208341801594291,0.1309,3018875.0,0.005973465429479415,Unknown
140,britneyspears,80,3000.0,0.11705475141598487,0.10116749091073324,0.0055000000000000005,221700.0,0.19203720060584537,Turkey
141,j.m,83,20.0,0.1145374449339207,1.0,0.2641,3018875.0,0.04246988226081097,Unknown
142,mariliamendoncacantora,73,1400.0,0.11327879169288868,0.21111939118849218,0.019799999999999998,818600.0,0.17989601070852948,Brazil
143,norafatehi,83,1700.0,0.1107614852108244,0.30144750807307547,0.0176,727500.0,0.27702552988705653,Anguilla
144,theweeknd,83,670.0,0.10950283196979238,0.233701420409638,0.0397,1600000.0,0.09090108876120404,Unknown
145,dior,85,9700.0,0.10950283196979238,0.005351940925411558,0.0016,63600.0,0.10255663106262729,Unknown
146,ranveersingh,85,1800.0,0.10069225928256764,0.21111939118849218,0.0076,299300.0,0.21631958040047713,Switzerland
147,marinaruybarbosa,81,2100.0,0.09943360604153562,0.11772011832983312,0.0001,0.0,0.14347244101658183,Brazil
148,jenniferaniston,85,90.0,0.09943360604153562,1.0,0.018799999999999997,731000.0,0.052656340584659,Unknown
149,addisonraee,85,300.0,0.09188168659534302,0.6853420048325543,0.024900000000000002,994400.0,0.11407862027518006,Unknown
150,andresiniesta8,85,2000.0,0.09062303335431088,0.041934828263667775,0.0040999999999999995,161700.0,0.0585448176848572,Spain
151,princessyahrini,81,4500.0,0.09062303335431088,0.012013639545649575,0.0022,87400.0,0.06211432751466807,Indonesia
152,liverpoolfc,75,10000.0,0.08936438011327885,0.06359099428674661,0.0042,162900.0,0.42271980865484715,United Kingdom
153,teddysphotos,80,2300.0,0.08936438011327885,0.14687351805433235,0.0046,181100.0,0.20417839050316125,United States
154,worldstar,78,11141.25,0.08055380742605417,0.020843212971117582,0.0023,84400.0,0.21631958040047713,United States
155,natashawilona12,84,1200.0,0.08055380742605417,0.09516067113790845,0.0059,227700.0,0.06624233207975547,Unknown
156,mahi7781,58,100.0,0.07929515418502203,0.9111622970440122,0.0017000000000000001,0.0,0.05112655065759719,Unknown
157,georginagio,74,730.0,0.07929515418502203,0.482103741842242,0.08560000000000001,3018875.0,0.19203720060584537,Unknown
158,cznburak,80,1800.0,0.07803650094398995,0.16952329336314162,0.0101,383300.0,0.1677548208112136,Unknown
159,chrissyteigen,79,5100.0,0.07677784770295787,0.12600772305399363,0.0043,162100.0,0.3862962389628995,United States
160,ruben_onsu,75,11141.25,0.07551919446192579,0.01675586568209019,0.0013,49100.0,0.22846077029779302,Indonesia
161,wizkhalifa,80,500.0,0.07426054122089365,0.07533364948174243,0.0031,115700.0,0.022036259663628332,United States
162,hm,83,7300.0,0.07174323473882949,0.005261612808526975,0.0006,22400.0,0.07597956637740282,Sweden
163,anushkasen0408,85,5300.0,0.06922592825676527,0.14233453018088205,0.0175,658300.0,0.4470021884494789,Unknown
164,prattprattpratt,84,730.0,0.06922592825676527,0.16900390669105525,0.01,363800.0,0.06998181856812877,Unknown
165,marvelstudios,83,2700.0,0.0667086217747011,0.11948151660908249,0.0158,555900.0,0.19203720060584537,Unknown
166,wesleysafadao,80,8900.0,0.05789804908747642,0.043131675812388505,0.0002,0.0,0.27702552988705653,Unknown
167,parineetichopra,84,1300.0,0.05789804908747642,0.09949642074836845,0.0068000000000000005,246900.0,0.07937909954865126,Unknown
168,rkive,83,110.0,0.05286343612334804,1.0,0.0088,0.0,0.14347244101658183,Unknown
169,laudyacynthiabella,76,380.0,0.05160478288231596,0.024320845471174038,0.0012,43400.0,0.005876335910300889,Indonesia
170,antogriezmann,83,870.0,0.046570169918187576,0.233701420409638,0.005699999999999999,203600.0,0.11377509052774716,France
171,gisel_la,85,9900.0,0.046570169918187576,0.019285052954858523,0.001,33400.0,0.17989601070852948,Unknown
172,eminem,84,660.0,0.045311516677155494,0.233701420409638,0.0269,962700.0,0.08642098968909448,United States
173,mercedesbenz,77,10000.0,0.04027690371302711,0.02998893480568164,0.0018,64599.99999999999,0.24060196019510893,British Virgin Islands
174,colesprouse,81,1200.0,0.039018250471994975,0.482103741842242,0.023399999999999997,834500.0,0.3134490995790042,Unknown
175,nattinatasha,47,30.0,0.039018250471994975,0.10229659237179052,0.008,285900.0,4.856475958926352e-05,Czech Republic
176,shahidkapoor,82,1100.0,0.03524229074889873,0.27886547885192964,0.0254,780000.0,0.17989601070852948,Unknown
177,tigerjackieshroff,83,2100.0,0.03524229074889873,0.233701420409638,0.012,422900.0,0.26488433998974065,India
178,kimberly.loaiza,78,590.0,0.03398363750786659,0.5724318587268251,0.052300000000000006,1800000.0,0.19203720060584537,Mexico
179,barackobama,81,660.0,0.03272498426683451,0.233701420409638,0.011899999999999999,411500.0,0.08756226153944216,United States
180,sachintendulkar,76,1000.0,0.03146633102580243,0.16604566086308514,0.0203,664500.0,0.09612180041704986,Unknown
181,simonemendes,72,4400.0,0.02769037130270613,0.08014362170584649,0.006500000000000001,222900.0,0.22846077029779302,Brazil
182,ivetesangalo,84,7600.0,0.025173064820641966,0.0364248131337082,0.0036,121100.0,0.20417839050316125,Brazil
183,lunamaya,83,4100.0,0.025173064820641966,0.018133369464580086,0.0017000000000000001,58600.0,0.06936261788336566,Unknown
184,toni.kr8s,83,940.0,0.02391441157960983,0.12015897748571686,0.0168,533500.0,0.06592666114242526,Unknown
185,dannapaola,68,1900.0,0.02391441157960983,0.3240295372942213,0.0349,1200000.0,0.33773147937363596,Mexico
186,paollaoliveirareal,84,4600.0,0.02391441157960983,0.06835580245240837,0.005699999999999999,192300.0,0.20417839050316125,Unknown
187,blakelively,80,110.0,0.022655758338577747,0.6853420048325543,0.0002,0.0,0.04038159759847264,United States
188,adidasoriginals,83,150.0,0.017621145374449365,0.01605582277623467,0.002,66800.0,0.00035209450702216065,Unknown
189,disney,77,7300.0,0.017621145374449365,0.02712101709459612,0.0044,132000.0,0.1677548208112136,United States
190,shaymitchell,83,6300.0,0.016362492133417283,0.150689880992706,0.0073,247500.0,0.5562728975253219,United States
191,bmw,79,9300.0,0.011327879169288901,0.03753133256554434,0.0023,76500.0,0.26488433998974065,Germany
192,danbilzerian,84,1400.0,0.01006922592825682,0.4369396833999503,0.0358,1200000.0,0.33773147937363596,Canada
193,khabib_nurmagomedov,63,4500.0,0.008810572687224683,0.14000858117110404,0.0067,220700.0,0.3741550490655836,Russia
194,zidane,41,370.0,0.008810572687224683,0.233701420409638,0.0161,532700.0,0.045359485456372146,France
195,sonamkapoor,75,4800.0,0.006293266205160464,0.04507373032540704,0.0063,209200.0,0.1556136309138977,India
196,iambeckyg,71,2300.0,0.005034612964128438,0.12616579725854166,0.013999999999999999,464700.0,0.1677548208112136,United States
197,nancyajram,81,3800.0,0.005034612964128438,0.07345934105638732,0.0064,208000.0,0.17989601070852948,France
198,luansantana,79,770.0,0.005034612964128438,0.02895016146150893,0.0026,82600.0,0.015892817575586495,Brazil
199,nickjonas,78,2300.0,0.002517306482064219,0.14779938125239933,0.014199999999999999,467700.0,0.20417839050316125,United States
200,raisa6690,80,4200.0,0.0,0.03773457082853465,0.003,97400.0,0.11543843354367944,Indonesia
